State,District,Deposit_ID,Latitude,Longitude,Reserves_tonnes,Annual_Production_tonnes,Grade_pct,Host_Rock,Formation,Avg_Temperature_C,Annual_Precip_mm,Rainy_Days,Road_Accessibility,Distance_to_Port_km,Reserve_to_Production_ratio,Production_Gap_tonnes,Topo_Slope_deg,Soil_Type,Year,Year_Index,Synthetic
Rajasthan,Rajasthan,Rajasthan_Banswara,27.018160484102225,74.27917115562404,,5385.0048233560865,,"Dolomite, limestone and metamorphic carbonate rocks",Aravalli fold belt / Delhi Supergroup,28.92787730972232,513.9862762674268,29.225930760949197,Moderate,980.0,,,16.68380229541881,Sandy desert and brown loam soil,2023-24,4,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.7023800047671,75.67683867555371,,324316.2954908474,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.776827719815866,1213.9959547593605,71.92096920156605,Good,620.0,,,12.750121812136944,Deep black and red lateritic soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Ballari,15.313204131735557,75.68787745518377,,278630.8084643236,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.629832054255335,1117.033789335992,62.840453418949174,Good,410.0,,,14.67745886670832,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,23.00887036217619,78.63733690127523,,694644.8432932177,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,26.19857150704662,1135.9544561985717,57.59502214237111,Good,790.0,,,13.120490371341058,Black cotton and red loamy soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.661508648881934,75.66608564102808,,828306.5847511091,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,26.61769675310325,1194.406373048746,64.37876264003921,Good,620.0,,,9.348291665080797,Deep black and red lateritic soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Ballari,15.281264120187817,75.7348580381677,,311725.120063573,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.943843901915308,1158.1958915912032,63.56511765143032,Good,410.0,,,17.290563762321174,Red sandy loam and lateritic soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.70658926270916,75.66653486672406,,289989.930703202,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.29816571550119,1200.2762473454804,66.90089475773983,Good,620.0,,,12.559540370616165,Deep black and red lateritic soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.998127628586612,78.71897520480489,,50633.165822218434,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.409304869464133,1178.3338273998843,58.14107407227697,Good,790.0,,,13.207474169542085,Black cotton and red loamy soil,2022-23,3,True
Odisha,Odisha,Odisha_Rayagada,20.954419465042044,85.08201402486172,,105.57327862751562,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.4141582234055,1399.1844597876054,72.08974562490886,Moderate,280.0,,,21.68358620953802,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,22.941523560428134,78.66897882970076,,68981.48145218419,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.73855473254497,1158.0044570959285,60.0335853142785,Good,790.0,,,12.440616764694392,Black cotton and red loamy soil,2022-23,3,True
Odisha,Odisha,Odisha_Kendujhar,20.932410700851882,85.13847345329899,,538654.4591711238,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.586511608354808,1418.104399945558,73.47929608386202,Moderate,280.0,,,20.774494703865372,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.93995771540617,78.68338326138327,,958910.2002660066,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.382654406856943,1197.4478483473213,56.76900224140213,Good,790.0,,,13.552842342670054,Black cotton and red loamy soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Davangere,15.332222092737366,75.68895597242967,,37830.61769031413,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.30727068043271,1184.098320613166,61.250110620301726,Good,410.0,,,17.536965653917644,Red sandy loam and lateritic soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.365044742874254,75.62707538360817,,6809.46348799291,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.927294352620038,1135.650172365774,61.563941743791155,Good,410.0,,,17.62007030913605,Red sandy loam and lateritic soil,2023-24,4,True
Odisha,Odisha,Odisha_Sundargarh,20.950770651565986,85.17864037641606,,117143.85483493778,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.68765620509127,1490.3888117524034,67.3472077933629,Moderate,280.0,,,20.06046844811737,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,22.983705616836847,78.69071932433927,,1.763142334446424,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.26189950184571,1171.9197843781983,52.741604221599964,Good,790.0,,,13.560946089895062,Black cotton and red loamy soil,2022-23,3,True
Rajasthan,Rajasthan,Rajasthan_Banswara,26.940423913800462,74.24247081753428,,5276.83111655146,,"Dolomite, limestone and metamorphic carbonate rocks",Aravalli fold belt / Delhi Supergroup,28.462127081816934,527.4992207354012,28.1069632536438,Moderate,980.0,,,15.842535367766578,Sandy desert and brown loam soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.86228022877086,78.64299906351225,,828301.6907616815,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.051253480899163,1154.7612919727949,59.46580386820539,Good,790.0,,,11.519291490015458,Black cotton and red loamy soil,2023-24,4,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.8249490335892,75.70578232225299,,297087.34489469853,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.241383907257465,1259.4959516804497,69.13092083833818,Good,620.0,,,11.32488604785654,Deep black and red lateritic soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.75061008820603,75.6513846261864,,293607.61670676543,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,26.833821903175025,1161.3282463324113,66.8784916718245,Good,620.0,,,13.190413563293744,Deep black and red lateritic soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.781181156119178,75.63878044936136,,264531.76945479977,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,26.543885852537446,1266.4801164516598,67.75238141134068,Good,620.0,,,12.292933823497291,Deep black and red lateritic soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.77024211114025,75.74021552041732,,925418.9418772745,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.244190053744365,1262.581807024995,71.71898961524663,Good,620.0,,,12.270095434197287,Deep black and red lateritic soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,22.952331384322154,78.61560411921779,,87940.19308126307,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.549728739386495,1156.2821191438602,57.87798205877779,Good,790.0,,,13.202117236381504,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.963284742147287,78.67939091487658,,771836.3823391193,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.72057560579786,1178.3270425050716,56.78170969687733,Good,790.0,,,13.267714618597925,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.95311578878287,78.64048640106618,,30604.841454693153,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.56316218176906,1179.3783742397227,56.24757579243307,Good,790.0,,,15.912954807731753,Black cotton and red loamy soil,2022-23,3,True
Telangana,Telangana,,18.0972125389943,79.03437791142781,,5532.97333251485,,"Quartzite, dolomitic sediment and granite-derived weathered mantle",Peninsular gneiss / Cuddapah sediments,26.393376813876856,917.7023973587183,53.72400010082427,Good,510.0,,,15.916311441074567,Red and black mixed soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Davangere,15.350464842842642,75.73009420350543,,33209.256307507196,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.135856684012527,1213.9424213140871,58.970490448412924,Good,410.0,,,17.245634960171873,Red sandy loam and lateritic soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Chitradurga,15.328949256673894,75.77284445569012,,3308.0590000236584,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.994626345838103,1159.0135262189049,62.35452273389771,Good,410.0,,,16.36453448903326,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.977167322329294,78.70685031089641,,31030.916937538772,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.342372140359615,1048.0958342595086,53.495802854546056,Good,790.0,,,13.682561445162317,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,22.95169768719553,78.67538849956041,,40469.82075301459,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.164830791712113,1178.7167482750797,59.95478726834007,Good,790.0,,,13.084176522703562,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.917007222842088,78.7042012296701,,40637.94530913352,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.336125055072408,1240.9359985658762,58.15109301999979,Good,790.0,,,14.602652446306498,Black cotton and red loamy soil,2023-24,4,True
Odisha,Odisha,Odisha_Raygada,20.961936274004167,85.12456992565612,,75.94654709420108,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.396772009039047,1439.6434721112919,71.38934122325682,Moderate,280.0,,,19.508344385034516,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,23.023837492942523,78.71161629802883,,43907.32991319086,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,26.18040614449334,1185.9257222966721,53.864139167139,Good,790.0,,,13.581151256074962,Black cotton and red loamy soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.308610953671252,75.70552364691841,,10214.182593435427,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.13989865238802,1250.5085085885726,62.05604437405175,Good,410.0,,,16.99549028294532,Red sandy loam and lateritic soil,2022-23,3,True
Odisha,Odisha,Odisha_Kendujhar,20.98854602985579,85.1246863811379,,599550.7635173269,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.28099473190195,1521.1102034579703,71.64885412476995,Moderate,280.0,,,20.18131421786142,Red lateritic and alluvial soil,2023-24,4,True
Odisha,Odisha,Odisha_Sundargarh,20.961177944461838,85.09516204867094,,105875.90726074493,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.29613229927573,1436.2503973944913,66.72907350308428,Moderate,280.0,,,19.07101083286942,Red lateritic and alluvial soil,2022-23,3,True
Odisha,Odisha,Odisha_Sundargarh,20.966123667106274,85.042872582801,,96372.61251084764,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.99229422799111,1300.0023446644877,68.67074799987374,Moderate,280.0,,,18.75268253030583,Red lateritic and alluvial soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.305037375148517,75.69017119260518,,9645.496825407728,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.61402292715859,1154.1524770017802,65.03288020117881,Good,410.0,,,16.290040396483533,Red sandy loam and lateritic soil,2022-23,3,True
Odisha,Odisha,Odisha_Sundargarh,20.947131604328884,85.1904835637215,,110468.02842444644,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.461664549248788,1475.8773361101842,72.93436250141808,Moderate,280.0,,,19.89477586574913,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.939249631096505,78.6752882382006,,45137.13431944836,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.737036200637306,1237.7963575245133,55.550777896964554,Good,790.0,,,14.357319422710626,Black cotton and red loamy soil,2023-24,4,True
Odisha,Odisha,Odisha_Sundargarh,20.880995115482424,85.10287941437788,,119997.42115826161,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.123909571798738,1452.0430174765233,67.14572719562752,Moderate,280.0,,,18.713606664916302,Red lateritic and alluvial soil,2022-23,3,True
Odisha,Odisha,Odisha_Kendujhar,21.035539950009017,85.04021448348323,,518026.81456113624,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.53323383888291,1449.3191488135658,69.67440200673478,Moderate,280.0,,,17.739585242662148,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.98659774154629,78.68800438121113,,802205.0620570099,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.597159575730746,1234.5561430492046,57.22916887404776,Good,790.0,,,14.449978341346547,Black cotton and red loamy soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.726848276472317,75.71299258898696,,440335.5976189961,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.21492879049104,1262.646761570689,68.35748192657266,Good,620.0,,,10.626996983114461,Deep black and red lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.927396580233907,78.68537908091963,,641467.7479817054,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.013603977619915,1121.3013783972124,57.6455949281865,Good,790.0,,,13.646385258386356,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,22.964930647898225,78.67684877764279,,61762.353847064696,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.863801355106194,1141.9093248171844,57.66057989123318,Good,790.0,,,13.37539659178482,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.995325135185688,78.69272420973256,,35545.85987526354,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.446321277240934,1163.241227882392,57.135826338338674,Good,790.0,,,15.997514177804764,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Alirajpur,22.96079302440459,78.57951877057147,,505.97925497893453,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.14979320333587,1096.403137704971,59.62405052443983,Good,790.0,,,14.210291291086147,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,23.01655516156119,78.70484079346066,,1019432.8946492759,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.334065555457464,1052.8819602995632,56.1510745804362,Good,790.0,,,13.765874462717088,Black cotton and red loamy soil,2023-24,4,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.790759189972324,75.66730687614155,,543506.02994635,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.294376079978004,1133.4750090069297,68.6187831403139,Good,620.0,,,12.617281580492259,Deep black and red lateritic soil,2022-23,3,True
Odisha,Odisha,Odisha_Sundargarh,21.01235474586901,85.08806400707996,,91864.93757015964,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.00942830695533,1401.30904152805,68.1394706254599,Moderate,280.0,,,20.749222927200854,Red lateritic and alluvial soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Chitradurga,15.246070475697461,75.68177039632192,,3134.200877438309,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.27734761372644,1169.6203887820013,61.5266823506962,Good,410.0,,,15.895041843999827,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.958781216235433,78.60186345645593,,29701.737313775106,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.14648011820713,1181.1268838119313,55.836557301595505,Good,790.0,,,12.432941749764561,Black cotton and red loamy soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Davangere,15.30161840816517,75.71949697248156,,35372.13391749115,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.083192458846586,1130.4184142984632,61.708379083822365,Good,410.0,,,16.77153325976192,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.979882382362515,78.68608862695135,,27508.83880430983,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.17781539260999,1118.2379218496226,54.67305240041546,Good,790.0,,,13.059778791074283,Black cotton and red loamy soil,2022-23,3,True
Odisha,Odisha,Odisha_Sundargarh,20.893556028802735,85.04800442804572,,86097.42519144042,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.71952803993788,1451.2752820942137,69.97412246379282,Moderate,280.0,,,19.780064204733666,Red lateritic and alluvial soil,2023-24,4,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.74537896495175,75.73590809984105,,437507.93544386537,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.221004302930556,1269.1089819340887,70.37924401057529,Good,620.0,,,9.785812628956997,Deep black and red lateritic soil,2022-23,3,True
Odisha,Odisha,Odisha_Rayagada,20.91230020289102,85.08027888619986,,109.19176675715572,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,25.779479842053394,1443.9421653866984,71.88553160245056,Moderate,280.0,,,18.37908648169185,Red lateritic and alluvial soil,2022-23,3,True
Odisha,Odisha,Odisha_Sundargarh,20.96980153675918,85.11133398585298,,111782.47571960934,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.344647982052525,1378.4440375684933,70.7559419959894,Moderate,280.0,,,19.826162299905384,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,23.023981592373524,78.60002945402621,,40675.77028018144,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.38077279682898,1229.3334985560975,59.265379641039175,Good,790.0,,,12.932406230955113,Black cotton and red loamy soil,2023-24,4,True
Odisha,Odisha,Odisha_Raygada,20.936347962971688,85.11002876252361,,74.48095166078112,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.66834206101792,1518.9246456152634,69.56463061313069,Moderate,280.0,,,20.508079105199066,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,23.089969785936617,78.58582053442694,,46916.49634159401,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.162674965027275,1163.2638567269128,58.06425874776288,Good,790.0,,,14.078598706115038,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,23.020420263060352,78.66459684471072,,37057.606706916384,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.41629511566475,1134.0032491365641,58.52370954808492,Good,790.0,,,14.57740257751925,Black cotton and red loamy soil,2023-24,4,True
Rajasthan,Rajasthan,Rajasthan_Banswara,26.975004970206342,74.18466920473578,,5026.3416240116685,,"Dolomite, limestone and metamorphic carbonate rocks",Aravalli fold belt / Delhi Supergroup,28.93127175316232,495.692769807394,30.155686711490365,Moderate,980.0,,,18.590452297916023,Sandy desert and brown loam soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,23.012352762868694,78.6572312763983,,44976.754837697175,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.779580306325485,1164.305280062265,53.469559369394304,Good,790.0,,,14.28306858800999,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,22.91371576658108,78.65903831650469,,1.9810235856437104,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.555062252139134,1105.015276317956,58.29678802247742,Good,790.0,,,14.503048668376865,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,23.02431531075019,78.67835187876723,,44327.17621381756,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.157051503599014,1212.687917955908,55.98679460805759,Good,790.0,,,13.82134483098611,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,23.00347185863342,78.66204486369965,,56895.15129467147,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.535965970298037,1155.358897225947,53.48036858460907,Good,790.0,,,12.432822909414552,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,22.945551517936806,78.66585869713494,,2.000319922611305,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,26.02940069532307,1120.1419727968914,59.38277928058283,Good,790.0,,,13.897337908959367,Black cotton and red loamy soil,2022-23,3,True
Odisha,Odisha,Odisha_Kendujhar,20.95710493807472,85.11650082693687,,524836.9598419515,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.568737859054746,1464.3092602702536,66.80389524944657,Moderate,280.0,,,19.30131956401517,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,22.962175982126478,78.59687322388872,,43302.967615222784,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.52758376329748,1099.1462999364053,55.54796980459805,Good,790.0,,,14.988531862851463,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.95186735188554,78.66681790243406,,45201.79081543486,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.176173813189383,1143.0707423522877,58.280427318657516,Good,790.0,,,15.22842081228015,Black cotton and red loamy soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Chitradurga,15.296024900242289,75.66393760117288,,3099.050768902074,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.249615112499146,1195.4460979637654,59.236101937272736,Good,410.0,,,15.465188661781442,Red sandy loam and lateritic soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Chitradurga,15.272181879059772,75.69416394638469,,3033.122016791913,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.191799891702004,1141.089812506762,62.4072663574196,Good,410.0,,,18.37460655002643,Red sandy loam and lateritic soil,2022-23,3,True
Odisha,Odisha,Odisha_Kendujhar,20.96209231427222,85.13949686772501,,527508.4766435253,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,27.26601761179596,1331.9874027251299,69.09312340326281,Moderate,280.0,,,20.236826116788027,Red lateritic and alluvial soil,2022-23,3,True
Odisha,Odisha,Odisha_Kendujhar,20.91119264594447,85.10356386841111,,539070.4709509794,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.82434675178824,1420.516270432027,69.7736631805422,Moderate,280.0,,,17.72426359627825,Red lateritic and alluvial soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Davangere,15.261392553475263,75.68739194366579,,44039.45941003428,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.331566156036654,1138.5458990767097,64.09463057214752,Good,410.0,,,16.606291156108707,Red sandy loam and lateritic soil,2022-23,3,True
Odisha,Odisha,Odisha_Raygada,20.954631012583427,85.10000092929359,,75.44950812059915,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.270814424574574,1507.2132541533529,68.94145538660021,Moderate,280.0,,,20.09760399249544,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,23.009984962159475,78.60216662809795,,41077.338090337085,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.895307442525993,1163.7428042382173,55.966978515678335,Good,790.0,,,13.785624890294885,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Alirajpur,22.99366332616761,78.6044278733689,,808.257269485036,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.26397838662661,1131.5745335543688,59.95478732994934,Good,790.0,,,14.111350429398112,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,23.00911423265292,78.62591959753945,,44734.19754287812,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.509836657037493,1133.4135705609144,56.01650516053973,Good,790.0,,,13.423003628622466,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,23.041797758160484,78.74760576815596,,67316.94870318305,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.784717044441734,1138.236476815576,58.25759258722061,Good,790.0,,,13.434361251644962,Black cotton and red loamy soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.70921380503447,75.67182450908406,,736452.067750169,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,26.827837925288108,1228.0192200841575,66.73983497948866,Good,620.0,,,10.823799683356567,Deep black and red lateritic soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.299244621961424,75.71678070567668,,7212.490011331533,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.47878626190387,1110.6012322135118,67.61913794019279,Good,410.0,,,16.842126959137634,Red sandy loam and lateritic soil,2023-24,4,True
Rajasthan,Rajasthan,Rajasthan_Banswara,27.032226675108987,74.17304275815931,,7235.87298482308,,"Dolomite, limestone and metamorphic carbonate rocks",Aravalli fold belt / Delhi Supergroup,28.90392055475764,572.2451342286124,25.306394902440868,Moderate,980.0,,,18.119500680802915,Sandy desert and brown loam soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,23.000910445263997,78.70541534766892,,935290.1050688991,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.547268517863436,1197.994915191313,55.033168042681936,Good,790.0,,,14.095439038487736,Black cotton and red loamy soil,2022-23,3,True
